location,price,bedrooms,bathrooms,size
"DHA Phase 7, DHA Defence, Lahore",51200000,5,6,4500.0
"Formanities Housing Scheme - Block LL, Formanites Housing Scheme, Lahore",15000000,3,4,1125.0
"Formanities Housing Scheme - Block LL, Formanites Housing Scheme, Lahore",17000000,3,4,1125.0
"State Life Phase 1 - Block B, State Life Housing Phase 1, Lahore",43000000,5,6,4500.0
"PIA Housing Scheme, Lahore, Lahore",37000000,5,5,2250.0
"Johar Town Phase 2, Johar Town, Lahore",27000000,3,4,1462.0
"DHA Phase 8 - Block C, DHA Phase 8, Lahore",85000000,6,7,4500.0
"Bahria Town - Janiper Block, Bahria Town - Sector C, Lahore",91500000,5,5,4500.0
"Bahria Town - Tulip Block, Bahria Town - Sector C, Lahore",49000000,5,5,2250.0
"Bahria Town - Jasmine Block, Bahria Town - Sector C, Lahore",58000000,5,6,4500.0
"Johar Town, Lahore, Lahore",35000000,5,6,2700.0
"Jora Pull, Lahore, Lahore",5500000,3,3,450.0
"DHA Phase 6, DHA Defence, Lahore",88800000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",87700000,5,6,4500.0
"Bahria Town - Umar Block, Bahria Town - Sector B, Lahore",17500000,3,4,1125.0
"DHA Phase 4 - Block GG, DHA Phase 4, Lahore",46000000,4,5,2250.0
"DHA Phase 6, DHA Defence, Lahore",47000000,4,5,2250.0
"DHA Phase 6, DHA Defence, Lahore",88800000,5,6,4500.0
"DHA Phase 1 - Block J, DHA Phase 1, Lahore",36000000,4,5,2250.0
"DHA Phase 6 - Block K, DHA Phase 6, Lahore",370000000,6,7,9000.0
"Lake City - Sector M-7, Lake City, Lahore",22500000,4,5,1125.0
"DHA Phase 7, DHA Defence, Lahore",64900000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",72900000,5,6,4500.0
"Bahria Town - Iqbal Block, Bahria Town - Sector E, Lahore",6700000,1,1,540.0
"Bankers Housing Society - Block B, Bankers Co-operative Housing Society, Lahore",21000000,3,4,1462.0
"Paragon City, Lahore, Lahore",31000000,4,5,1575.0
"Bahria Town - Overseas Enclave, Bahria Town, Lahore",29000000,5,6,2250.0
"Bankers Town, Lahore, Lahore",36000000,4,5,2250.0
"Cantt, Lahore, Lahore",49000000,4,4,2250.0
"Johar Town Phase 2, Johar Town, Lahore",27000000,5,5,1125.0
"Johar Town, Lahore, Lahore",22500000,5,5,1125.0
"Bankers Avenue Cooperative Housing Society, Lahore, Lahore",51000000,5,6,4050.0
"Bankers Avenue Cooperative Housing Society, Lahore, Lahore",24500000,5,4,1800.0
"Askari 10 - Sector F, Askari 10, Lahore",31500000,3,3,2250.0
"EME Society - Block E, EME Society, Lahore",78000000,5,6,5400.0
"Allama Iqbal Town - Badar Block, Allama Iqbal Town, Lahore",34000000,4,5,2250.0
"DHA Phase 7, DHA Defence, Lahore",79000000,5,6,4950.0
"DHA Phase 7, DHA Defence, Lahore",75000000,5,6,4500.0
"DHA Phase 8 - Block S, DHA Phase 8, Lahore",85000000,5,6,4500.0
"DHA Phase 7 - Block X, DHA Phase 7, Lahore",50000000,3,4,4500.0
"DHA Phase 6, DHA Defence, Lahore",99000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",120000000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",75000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",92500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",60000000,4,5,2250.0
"Gulberg, Lahore, Lahore",59000000,2,2,1935.0
"Bedian Road, Lahore, Lahore",7900000,2,2,855.0
"DHA Phase 6, DHA Defence, Lahore",190000000,6,7,4500.0
"DHA Phase 6 - Block J, DHA Phase 6, Lahore",84500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",78000000,5,6,4500.0
"DHA Phase 8, DHA Defence, Lahore",45500000,4,5,2250.0
"Dream Gardens Phase 2, Dream Gardens, Lahore",40000000,6,6,2250.0
"Askari 11 - Sector B, Askari 11, Lahore",38000000,3,4,2250.0
"DHA Phase 7, DHA Defence, Lahore",85000000,5,6,4500.0
"Johar Town, Lahore, Lahore",23000000,5,5,1125.0
"Johar Town, Lahore, Lahore",23500000,5,5,1125.0
"DHA Phase 7 - Block U, DHA Phase 7, Lahore",75000000,5,6,4500.0
"State Life Phase 1 - Block G, State Life Housing Phase 1, Lahore",40000000,4,5,2250.0
"Rehman Gardens, Lahore, Lahore",16500000,3,3,2025.0
"DHA 9 Town - Block A, DHA 9 Town, Lahore",27000000,3,5,1125.0
"Askari 11 - Sector A, Askari 11, Lahore",39000000,3,4,2250.0
"DHA Phase 8, DHA Defence, Lahore",85000000,5,6,4500.0
"DHA Phase 1, DHA Defence, Lahore",50000000,4,5,2250.0
"Askari 10 - Sector F, Askari 10, Lahore",46500000,4,4,2700.0
"DHA Phase 7, DHA Defence, Lahore",75000000,5,6,4500.0
"DHA Phase 2, DHA Defence, Lahore",190000000,6,7,9000.0
"DHA Phase 5, DHA Defence, Lahore",98000000,5,6,4500.0
"Askari 10 - Sector F, Askari 10, Lahore",67000000,4,4,3825.0
"Askari 10 - Sector F, Askari 10, Lahore",70000000,5,5,3825.0
"DHA Phase 6 - Block K, DHA Phase 6, Lahore",77900000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",63500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",76000000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",63500000,5,6,4500.0
"Central Park - Block A1, Central Park Housing Scheme, Lahore",16000000,3,4,1125.0
"Bahria Town - Takbeer Block, Bahria Town - Sector B, Lahore",41000000,3,4,2250.0
"Valencia Housing Society, Lahore, Lahore",46500000,7,8,4500.0
"Bahria Orchard Phase 4, Bahria Orchard, Lahore",6250000,1,1,495.0
"Bahria Town - Rafi Block, Bahria Town - Sector E, Lahore",13000000,2,2,1058.0
"Zaitoon Villas, New Lahore City - Block D, Lahore",10500000,3,4,1125.0
"Johar Town, Lahore, Lahore",26000000,5,5,1125.0
"Architects Engineers Housing Society, Lahore, Lahore",33000000,5,5,2250.0
"Askari 11 - Sector A, Askari 11, Lahore",39500000,3,4,2250.0
"DHA 9 Town - Block A, DHA 9 Town, Lahore",26500000,3,4,1125.0
"Bahria Town - Usman Block, Bahria Town - Sector B, Lahore",24000000,4,5,1800.0
"New Lahore City, Lahore, Lahore",14500000,4,3,1125.0
"Bahria Town - Sector E, Bahria Town, Lahore",7000000,1,1,608.0
"Askari 10 - Sector F, Askari 10, Lahore",68500000,4,4,3825.0
"DHA Phase 6, DHA Defence, Lahore",86000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",87500000,5,6,4500.0
"DHA Phase 5, DHA Defence, Lahore",98000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",95000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",92500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",103000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",95000000,5,6,4500.0
"DHA Phase 7 - Block X, DHA Phase 7, Lahore",62700000,5,6,4500.0
"DHA Phase 6 - Block L, DHA Phase 6, Lahore",76000000,5,6,5850.0
"DHA Phase 6, DHA Defence, Lahore",230000000,6,6,9000.0
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore",29000000,6,6,2250.0
"UET Housing Society - Block A, UET Housing Society, Lahore",31000000,5,6,2250.0
"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1, Lahore",18200000,3,3,1192.0
"DHA Phase 6, DHA Defence, Lahore",350000000,5,6,9000.0
"DHA Phase 6, DHA Defence, Lahore",310000000,5,6,9000.0
"Bahria Town - Jinnah Block, Bahria Town - Sector E, Lahore",17500000,3,5,1125.0
"Bahria Town - Sector E, Bahria Town, Lahore",6500000,1,1,540.0
"Architects Engineers Housing Society, Lahore, Lahore",35500000,5,5,2250.0
"Architects Engineers Housing Society, Lahore, Lahore",36000000,5,5,2250.0
"Bahria Town - Sector E, Bahria Town, Lahore",6200000,0,1,450.0
"Bahria Town - Block AA, Bahria Town - Sector D, Lahore",18600000,3,4,1125.0
"Valencia Housing Society, Lahore, Lahore",60000000,5,6,4500.0
"Paragon City, Lahore, Lahore",47500000,5,6,2250.0
"DHA Phase 6 - Block L, DHA Phase 6, Lahore",97000000,5,6,4500.0
"DHA Phase 3 - Block Z, DHA Phase 3, Lahore",200000000,7,8,18000.0
"DHA Phase 8, DHA Defence, Lahore",75000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",22500000,3,4,1125.0
"DHA Phase 6, DHA Defence, Lahore",87000000,5,6,4500.0
"Bahria Town - Gulbahar Block, Bahria Town - Sector C, Lahore",27000000,5,6,2430.0
"Shadab Garden, Lahore, Lahore",16500000,5,6,1125.0
"Bahria Town - Ghouri Block, Bahria Town - Sector B, Lahore",78000000,5,6,4500.0
"DHA Phase 4, DHA Defence, Lahore",77500000,6,7,4500.0
"DHA Phase 7, DHA Defence, Lahore",67500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",73500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",74000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",58500000,4,5,2250.0
"DHA Phase 5, DHA Defence, Lahore",280000000,5,6,9000.0
"Zaitoon City, Lahore, Lahore",8750000,0,0,675.0
"State Life Phase 1 - Block G, State Life Housing Phase 1, Lahore",36000000,5,7,2250.0
"DHA Phase 7, DHA Defence, Lahore",67500000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",59500000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",61500000,5,6,4500.0
"Architects Engineers Housing Society, Lahore, Lahore",37000000,5,5,2250.0
"Architects Engineers Housing Society, Lahore, Lahore",36500000,5,5,2250.0
"Paragon City - Imperial 1 Block, Paragon City, Lahore",45000000,4,5,2250.0
"Paragon City - Orchard 1 Block, Paragon City, Lahore",47500000,5,6,2250.0
"Paragon City - Imperial Block, Paragon City, Lahore",150000000,6,7,9000.0
"Paragon City - Imperial Block, Paragon City, Lahore",27000000,4,5,1800.0
"Paragon City, Lahore, Lahore",45000000,4,5,2250.0
"Askari 11 - Sector B Apartments, Askari 11, Lahore",23000000,3,4,2250.0
"DHA Phase 3 - Block Z, DHA Phase 3, Lahore",160000000,5,5,9000.0
"Architects Engineers Housing Society, Lahore, Lahore",37500000,5,6,2250.0
"DHA Phase 1 - Block N, DHA Phase 1, Lahore",65000000,4,5,4500.0
"Askari 11 - Sector B Apartments, Askari 11, Lahore",25500000,3,4,2250.0
"Askari 11 - Sector B Apartments, Askari 11, Lahore",26000000,4,3,2250.0
"Allama Iqbal Town, Lahore, Lahore",55000000,5,6,2250.0
"Askari 11 - Sector B Apartments, Askari 11, Lahore",25800000,3,3,2250.0
"DHA Phase 6 - Block D, DHA Phase 6, Lahore",76600000,5,6,4500.0
"Gulberg, Lahore, Lahore",16200000,0,1,652.0
"Central Park - Block A1, Central Park Housing Scheme, Lahore",13500000,3,4,1125.0
"Bedian Road, Lahore, Lahore",6500000,1,1,4500.0
"DHA Phase 6, DHA Defence, Lahore",62500000,5,6,4500.0
"Bahria Town - Block BB, Bahria Town - Sector D, Lahore",17500000,3,4,1125.0
"DHA Phase 6 - Block E, DHA Phase 6, Lahore",109000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",72500000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",64900000,5,6,4500.0
"Park View City - Jade Extension Block, Park View City, Lahore",20000000,4,4,1125.0
"Architects Engineers Housing Society, Lahore, Lahore",50000000,5,5,4500.0
"Architects Engineers Housing Society, Lahore, Lahore",52000000,5,5,4500.0
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8, Lahore",52500000,4,5,2250.0
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore",32500000,5,6,2250.0
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore",30000000,5,6,2250.0
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore",35500000,5,6,2250.0
"PIA Housing Scheme, Lahore, Lahore",55000000,5,6,3375.0
"DHA 11 Rahbar Phase 2 - Block H, DHA 11 Rahbar Phase 2, Lahore",23000000,3,4,1125.0
"Askari 10 - Sector B, Askari 10, Lahore",42500000,4,5,2250.0
"Bedian Road, Lahore, Lahore",27000000,4,5,2250.0
"Bedian Road, Lahore, Lahore",6500000,1,1,4500.0
"Bedian Road, Lahore, Lahore",13000000,4,4,1170.0
"Lake City - Sector M-7B, Lake City, Lahore",23500000,4,5,1125.0
"Askari 11 - Sector B Apartments, Askari 11, Lahore",25500000,3,3,2250.0
"Bedian Road, Lahore, Lahore",52000000,1,2,36000.0
"DHA Phase 5, DHA Defence, Lahore",39000000,6,7,2250.0
"DHA Phase 7 - Block Y, DHA Phase 7, Lahore",62900000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",65000000,5,6,4500.0
"PGECHS Phase 2, Punjab Govt Employees Society, Lahore",53000000,8,6,4500.0
"Military Accounts Housing Society, Lahore, Lahore",29000000,6,6,1800.0
"Bahria Town - Sector C, Bahria Town, Lahore",36500000,5,7,2250.0
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore",41000000,9,6,4500.0
"DHA 9 Town, DHA Defence, Lahore",20500000,3,4,1125.0
"DHA Phase 5, DHA Defence, Lahore",100000000,5,6,4500.0
"DHA Phase 4, DHA Defence, Lahore",50000000,4,5,2250.0
"Architects Engineers Housing Society, Lahore, Lahore",55000000,5,5,4500.0
"Architects Engineers Housing Society, Lahore, Lahore",56000000,5,5,4500.0
"PIA Housing Scheme, Lahore, Lahore",52500000,5,6,3375.0
"DHA Phase 7 - Block W, DHA Phase 7, Lahore",60000000,5,6,4500.0
"Raiwind Road, Lahore, Lahore",7480000,1,1,450.0
"Shah Jamal, Lahore, Lahore",25200000,1,1,1125.0
"Beach Resort, Raiwind Road, Lahore",7480000,1,1,450.0
"Bahria Town - Block BB, Bahria Town - Sector D, Lahore",23000000,3,4,1125.0
"Bahria Town - Gulbahar Block, Bahria Town - Sector C, Lahore",48000000,5,6,3600.0
"Bahria Town - Gardenia Block, Bahria Town - Sector C, Lahore",19000000,3,4,1125.0
"Bahria Town - Chambelli Block, Bahria Town - Sector C, Lahore",32000000,5,6,2250.0
"Bahria Town - Block BB, Bahria Town - Sector D, Lahore",23000000,3,4,1125.0
"Bahria Town - Block BB, Bahria Town - Sector D, Lahore",17500000,3,4,1125.0
"Bahria Town - Block BB, Bahria Town - Sector D, Lahore",23000000,3,4,1125.0
"Valencia Housing Society, Lahore, Lahore",42500000,6,6,2250.0
"DHA Phase 4, DHA Defence, Lahore",99000000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",42000000,4,5,2250.0
"DHA Phase 6, DHA Defence, Lahore",73500000,5,6,4500.0
"Lake City - Sector M-2, Lake City, Lahore",58000000,6,7,4500.0
"State Life Housing Phase 1, State Life Housing Society, Lahore",23500000,4,5,1350.0
"DHA Phase 3, DHA Defence, Lahore",66500000,5,6,4500.0
"Al-Kabir Town - Phase 2, Al-Kabir Town, Lahore",12500000,3,4,675.0
"DHA Phase 7, DHA Defence, Lahore",59500000,5,6,4500.0
"Bahria Town - Tulip Block, Bahria Town - Sector C, Lahore",57500000,4,5,4500.0
"DHA Phase 6, DHA Defence, Lahore",73000000,5,6,4500.0
"Johar Town, Lahore, Lahore",20500000,5,5,1125.0
"DHA Phase 5, DHA Defence, Lahore",65000000,5,6,2250.0
"Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal, Lahore",32500000,5,6,2250.0
"UET Housing Society, Lahore, Lahore",28500000,5,6,2250.0
"DHA 11 Rahbar, Lahore, Lahore",26000000,4,4,1800.0
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore",17500000,5,5,1125.0
"DHA 11 Rahbar, Lahore, Lahore",17000000,3,4,1125.0
"DHA Phase 6, DHA Defence, Lahore",109000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",109000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",95000000,6,7,4500.0
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8, Lahore",72000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",120000000,5,6,4500.0
"DHA Phase 4, DHA Defence, Lahore",82500000,5,6,4500.0
"Model Town, Lahore, Lahore",57500000,6,7,2250.0
"Bedian Road, Lahore, Lahore",13000000,1,1,9000.0
"State Life Phase 1 - Block A, State Life Housing Phase 1, Lahore",16000000,5,3,1125.0
"Bedian Road, Lahore, Lahore",9500000,3,4,675.0
"Johar Town Phase 2 - Block R1, Johar Town Phase 2, Lahore",20000000,4,5,788.0
"Military Accounts Society - Block D, Military Accounts Housing Society, Lahore",25000000,5,6,2250.0
"Formanites Housing Scheme, Lahore, Lahore",37500000,6,6,2250.0
"DHA Phase 7, DHA Defence, Lahore",58500000,5,6,4500.0
"Faisal Town - Block C, Faisal Town, Lahore",40000000,4,4,2250.0
"DHA Phase 6, DHA Defence, Lahore",72500000,5,6,4500.0
"Model Town, Lahore, Lahore",55000000,7,6,4500.0
"Fazaia Housing Scheme Phase 1 - Block G, Fazaia Housing Scheme Phase 1, Lahore",33500000,4,5,2250.0
"DHA Phase 6, DHA Defence, Lahore",92000000,5,6,4500.0
"DHA Phase 5, DHA Defence, Lahore",58000000,4,5,2250.0
"Lake City - Sector M-5, Lake City, Lahore",37000000,5,6,2250.0
"OLC - Block B, Overseas Low Cost, Lahore",15000000,3,4,1125.0
"Low Cost - Block C, Low Cost Sector, Lahore",21800000,3,5,1800.0
"Low Cost - Block C, Low Cost Sector, Lahore",23000000,5,6,1800.0
"DHA 9 Town, DHA Defence, Lahore",18500000,3,4,1125.0
"DHA 9 Town - Block B, DHA 9 Town, Lahore",26000000,3,4,1125.0
"DHA Phase 1, DHA Defence, Lahore",50000000,4,5,2250.0
"DHA Phase 8, DHA Defence, Lahore",58000000,0,0,4500.0
"DHA Phase 6, DHA Defence, Lahore",69000000,5,6,4500.0
"State Life Housing Society, Lahore, Lahore",56000000,5,6,4500.0
"Gulshan-e-Lahore, Lahore, Lahore",19500000,5,6,1125.0
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore",29500000,5,6,2250.0
"Askari 11, Askari, Lahore",28500000,3,4,2250.0
"DHA Phase 5, DHA Defence, Lahore",39000000,6,7,2250.0
"DHA Phase 7, DHA Defence, Lahore",59000000,5,6,4500.0
"Gulberg 2, Gulberg, Lahore",34800000,3,3,1508.0
"Bahria Town - Umar Block, Bahria Town - Sector B, Lahore",17500000,3,4,1125.0
"DHA Phase 6, DHA Defence, Lahore",80000000,5,6,4500.0
"Bahria Town - Block BB, Bahria Town - Sector D, Lahore",18500000,3,4,1125.0
"Johar Town Phase 2, Johar Town, Lahore",46000000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",67500000,5,6,4500.0
"DHA Phase 6 - Block C, DHA Phase 6, Lahore",99000000,6,7,4500.0
"DHA Phase 7, DHA Defence, Lahore",66500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",130000000,6,7,4500.0
"Askari 10 - Sector F, Askari 10, Lahore",85000000,5,6,3825.0
"AWT Phase 2 - Block C, AWT Phase 2, Lahore",8500000,3,3,675.0
"DHA 9 Town, DHA Defence, Lahore",17700000,3,5,1125.0
"DHA 9 Town, DHA Defence, Lahore",20000000,3,5,1125.0
"DHA Phase 8, DHA Defence, Lahore",48500000,4,5,2250.0
"DHA Phase 7, DHA Defence, Lahore",77500000,5,6,4500.0
"Askari 11, Askari, Lahore",29000000,3,4,2250.0
"Bedian Road, Lahore, Lahore",6500000,1,1,4500.0
"Bedian Road, Lahore, Lahore",52000000,2,2,36000.0
"DHA Phase 3 - Block X, DHA Phase 3, Lahore",68000000,6,7,4500.0
"DHA Phase 5, DHA Defence, Lahore",87000000,7,8,6300.0
"DHA Phase 4, DHA Defence, Lahore",50000000,8,9,4500.0
"DHA Phase 6, DHA Defence, Lahore",28500000,3,4,1125.0
"State Life Housing Society, Lahore, Lahore",135000000,6,7,9000.0
"Lake City - Sector M-1, Lake City, Lahore",90000000,5,8,4500.0
"Canal Garden - Tip Sector, Canal Garden, Lahore",13500000,3,4,1125.0
"SJ Garden, Bedian Road, Lahore",11000000,3,4,1125.0
"Nespak Scheme Phase 1, College Road, Lahore",210000000,7,8,13500.0
"Askari 10 - Sector F, Askari 10, Lahore",50000000,4,5,2700.0
"DHA 9 Town - Block A, DHA 9 Town, Lahore",24000000,3,4,1125.0
"DHA 9 Town - Block A, DHA 9 Town, Lahore",24000000,3,5,1125.0
"DHA Phase 6, DHA Defence, Lahore",72500000,5,6,4500.0
"Wapda Town, Lahore, Lahore",65000000,7,6,4500.0
"DHA 9 Town, DHA Defence, Lahore",17900000,3,4,1125.0
"DHA 11 Rahbar Phase 2 Extension - Block P, DHA 11 Rahbar Phase 2 Extension, Lahore",21000000,3,4,1125.0
"DHA Phase 6 - Block F, DHA Phase 6, Lahore",350000000,6,7,12150.0
"DHA Phase 6, DHA Defence, Lahore",101500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",55000000,5,6,2250.0
"DHA Phase 1, DHA Defence, Lahore",39500000,4,5,2250.0
"DHA Phase 2, DHA Defence, Lahore",35000000,4,5,2250.0
"Canal Valley, Main Canal Bank Road, Lahore",17500000,3,3,1125.0
"DHA Phase 6, DHA Defence, Lahore",72000000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",72500000,6,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",71500000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",79000000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",73500000,5,6,4500.0
"DHA Phase 6, DHA Defence, Lahore",72000000,5,6,4500.0
"DHA 9 Town - Block A, DHA 9 Town, Lahore",25500000,3,4,1125.0
"Township - Sector C1, Township, Lahore",28500000,6,6,2250.0
"Lake City - Sector M-7B, Lake City, Lahore",22500000,0,0,1125.0
"Formanites Housing Scheme - Block A, Formanites Housing Scheme, Lahore",39000000,5,6,2250.0
"DHA Phase 6, DHA Defence, Lahore",26000000,3,3,1125.0
"Lake City - Sector M-1, Lake City, Lahore",33000000,3,3,2250.0
"DHA Phase 5 - Block K, DHA Phase 5, Lahore",49000000,5,5,2250.0
"Bahria Town - Sector C, Bahria Town, Lahore",4000000,1,1,428.0
"DHA Phase 8 - Ex Park View, DHA Phase 8, Lahore",80000000,5,6,4500.0
"DHA Phase 7, DHA Defence, Lahore",55000000,5,6,4500.0
"Chinar Bagh, Lahore, Lahore",33000000,6,7,4500.0
"DHA 9 Town, DHA Defence, Lahore",18800000,3,4,1125.0
"DHA 9 Town, DHA Defence, Lahore",17500000,3,4,1125.0
"DHA 9 Town, DHA Defence, Lahore",17000000,3,4,1125.0
"DHA Phase 1, DHA Defence, Lahore",49000000,4,5,2250.0
"DHA Phase 3, DHA Defence, Lahore",67500000,5,6,2250.0
"DHA 9 Town, DHA Defence, Lahore",38500000,3,4,1800.0
"DHA 9 Town, DHA Defence, Lahore",17500000,3,4,1125.0
"DHA Phase 8, DHA Defence, Lahore",47500000,4,5,2250.0
"Paragon City, Lahore, Lahore",75000000,5,6,4500.0
"Township Sector C2 - Block 1, Township - Sector C2, Lahore",28500000,6,6,2250.0
"Askari 10 - Sector F, Askari 10, Lahore",34000000,3,3,2250.0
"DHA Phase 6, DHA Defence, Lahore",70000000,5,6,4500.0
"Sui Gas Housing Society, Lahore, Lahore",65000000,5,5,4500.0
"Bridge Colony, Cantt, Lahore",140000000,5,6,7200.0
"Khayaban-e-Amin - Block M, Khayaban-e-Amin, Lahore",28000000,5,6,2250.0
"Johar Town, Lahore, Lahore",32800000,5,5,2250.0
"Lake City - Sector M-3 Extension, Lake City, Lahore",42000000,6,7,2250.0
"DHA 9 Town - Block B, DHA 9 Town, Lahore",25000000,3,4,1125.0
"Bedian Road, Lahore, Lahore",80000000,2,4,36000.0
"Palm City - Block A, Palm City, Lahore",15000000,3,4,1125.0
"DHA Phase 6, DHA Defence, Lahore",71900000,5,6,4500.0
"PAF Falcon Complex, Gulberg, Lahore",83000000,5,6,4500.0
"Model Town, Lahore, Lahore",235000000,6,6,8100.0
"DHA Phase 6, DHA Defence, Lahore",73000000,5,6,4500.0
"DHA Phase 5, DHA Defence, Lahore",51000000,4,5,2250.0
"DHA Phase 6, DHA Defence, Lahore",160000000,6,7,9000.0
"DHA Phase 1, DHA Defence, Lahore",180000000,5,6,9000.0
"DHA Phase 6 - Block F, DHA Phase 6, Lahore",74900000,5,6,4500.0
"Johar Town Phase 2, Johar Town, Lahore",25000000,5,6,1125.0
"DHA Phase 6, DHA Defence, Lahore",41000000,3,4,1575.0
"DHA Phase 6, DHA Defence, Lahore",42000000,4,5,2250.0
"DHA Phase 6, DHA Defence, Lahore",41500000,3,4,1575.0
